Extra,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Subject Term 1,Subject Term 2,Subject Term 3,Subject Term 4,Subject Term 5,Subject Term 6,Subject Term 7,Subject Term 8,Subject Term 9,Subject Term 10,Geographic Subject 1,Geographic Subject 2,Geographic Subject 3,Geographic Subject 4,Geographic Subject 5,Geographic Subject 6,Geographic Subject 7,Geographic Subject 8,Geographic Subject 9,Geographic Subject 10,Geographic Subject 11,Geographic Subject 12,Geographic Subject 13,Geographic Subject 14,Geographic Subject 15,Geographic Subject 16,Geographic Subject 17,Geographic Subject 18,Geographic Subject 19,Geographic Subject 20,Geographic Subject 21,Geographic Subject 22,Geographic Subject 23,Geographic Subject 24,Geographic Subject 25,Geographic Subject 26,Geographic Subject 27,Geographic Subject 28,Geographic Subject 29,Geographic Subject 30,Geographic Subject 31,Geographic Subject 32,Geographic Subject 33,Geographic Subject 34,Geographic Subject 35,Geographic Subject 36,Peddler Name 1,Peddler Name 2,Peddler Name 3,Peddler Name 4,Peddler Name 5,Peddler Name 6,Peddler Name 7,Peddler Name 8,Peddler Name 9,Peddler Name 10,Peddler Name 11,Peddler Name 12,Peddler Name 13,Peddler Name 14,Peddler Name 15,Peddler Name 16,Peddler Name 17,Peddler Name 18,Peddler Name 19,Peddler Name 20,Subject Date Span,geom
jp_cite_00261,KEAE45QN,book,1888,"Connelly, J. H; American Jewish Historical Society; Adam Matthew Digital (Firm); Adam Matthew Education (Firm)",Charities of the Hebrews of New York comprehensive benevolence beyond all bounds of race or creed ...,,,,,http://www.jewishlife.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=288064,,1888,3/3/2015 16:57:57,3/3/2015 16:58:09,3/3/2015 16:57:57,,,,,,,,,,,,"Press of Stettiner, Lambert & Co.",New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,Sponsor,,,,,,,,,"New York, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870-1888,POINT(-8238303.700046114 4970069.184605361)
jp_cite_00262,VVP5GRZC,book,1985,"Conner, Susan Marks; Littlefield, Oscar","I remember when--: personal recollections and vignettes of the Sioux City Jewish community, 1869-1984, based on Oscar Littlefield's history",,,,,,,1985,3/3/2015 18:15:21,3/3/2015 18:15:38,,,,,,,,I remember when--,,,,,Jewish Federation,"Sioux City, Iowa",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Wares,Sponsor,Transportation,,,,,,,Russia,"Sioux City, Iowa",South Dakota,Nebraska,"New York, New York","Akron, Ohio","Omaha, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson, Ben","Davidson, Dave",,,,,,,,,,,,,,,,,,,1869-1910,POINT(11724030.287269026 8747149.047572464)|POINT(-10731233.074929496 5236172.907465947)|POINT(-11121018.96206873 5460725.739007635)|POINT(-11121018.96206873 5085264.524299982)|POINT(-8238303.700046114 4970069.184605361)|POINT(-9074654.158706967 5024362.170087912)|POINT(-10686447.173247067 5049636.771820073)
jp_cite_00263,Z6JK9M6V,book,2007,"Corrales, Maritza; González, Reynaldo",La isla elegida: los judíos en Cuba,,9590609988 9789590609985,,,,,2007,3/3/2015 18:23:56,3/3/2015 18:24:18,,,,,,,,La isla elegida,,,,,Editorial de Ciencias Sociales,La Habana,Spanish,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Non-peddling Background,Subsequent Non-commercial Careers,Wares,Sponsor,Transportation,Victims of Crime,,,,"Ostrolenka, Poland",Ottoman Empire,"Havana, Cuba","Carretera Central, Cuba","Siliviri, Turkey","Kirklareli, Turkey","Piedrecitas, Cuba","Erdine, Turkey","Banes, Turkey","Galata, Turkey","Pinsk, Belarus",Lithuania,"Yaguajay, Cuba","Iguara, Cuba","Santa Clara, Cuba","Istanbul, Turkey",Russia,"Sofia, Bulgaria","Guimes, Cuba","Pedro Betancourt, Cuba","Manguito, Cuba",,,,,,,,,,,,,,,,"Ojalvo, Jose","Cohen, Alberto","Schved, Salmon","Blumenkrantz, Jose",,,,,,,,,,,,,,,,,1920-1940,POINT(2399965.332676056 6999228.098083412)|POINT(3225700.4314880352 5013119.0180252185)|POINT(-9158372.059670039 2651278.5759412227)|POINT(-8835332.804867608 2501319.3395189065)|POINT(3144775.6144722225 5024641.042784977)|POINT(3030794.363350457 5122545.767509502)|POINT(-8719041.09545085 2465174.857597345)|POINT(2956738.4041935955 5112336.796910111)|POINT(4115506.7322593597 4297774.076092109)|POINT(3225389.7276573256 5016123.363596277)|POINT(2902935.913188843 6822948.714972341)|POINT(2658451.372124075 7394820.259211762)|POINT(-8820616.256867293 2551225.519999388)|POINT(-8821839.68033484 2536264.54566539)|POINT(-8901656.289556062 2560451.358525146)|POINT(3225700.4314880352 5013119.0180252185)|POINT(11724030.287269026 8747149.047572464)|POINT(2596178.414086805 5266072.557647009)|POINT(-9130826.608274532 2613586.7303177766)|POINT(-9049254.134461373 2599432.749869353)|POINT(-9007289.781119995 2582161.044378737)
jp_cite_00264,M3P38A59,book,2005,"Corrales, Maritza",The chosen island: Jews in Cuba,,0977176401 9780977176403,,,,,2005,3/3/2015 20:22:39,3/3/2015 20:23:23,,,,,,,,The chosen island,,,,,Salsedo Press,"Chicago, Ill.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Non-peddling Background,Wares,Routes,Sponsor,Transportation,,,,,"Ostrolenka, Poland",Ottoman Empire,"Havana, Cuba","Pedro Betancourt, Cuba","Manguito, Cuba","Colon, Cuba",France,"Erdine, Turkey","Pinsk, Belarus",Lithuania,"Yaguajay, Cuba","Dardanelles, Turkey","Istanbul, Turkey",,,,,,,,,,,,,,,,,,,,,,,,"Blumenkrantz, Jose","Adato, Mordjai Albalah","Cohen, Alberto","Schved, Salmon",,,,,,,,,,,,,,,,,1920-1940,POINT(2399965.332676056 6999228.098083412)|POINT(3225700.4314880352 5013119.0180252185)|POINT(-9158372.059670039 2651278.5759412227)|POINT(-9049254.134461373 2599432.749869353)|POINT(-9007289.781119995 2582161.044378737)|POINT(-9006488.970967237 2598494.0244663595)|POINT(246433.41138981478 5816903.7126172995)|POINT(2956738.4041935955 5112336.796910111)|POINT(2902935.913188843 6822948.714972341)|POINT(2658451.372124075 7394820.259211762)|POINT(-8820616.256867293 2551225.519999388)|POINT(2938834.556533333 4895048.439880278)|POINT(3225700.4314880352 5013119.0180252185)
jp_cite_00265,GMKWZK4X,book,1947,"Coulter, E. Merton","The South during reconstruction, 1865-1877.",,,,,,A history of the South.,1947,3/3/2015 21:21:04,3/3/2015 21:21:43,,,,,,,,,,,,,Louisiana State Univ. Press,[Baton Rouge,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Cultural Exchange,,,,,,,,,Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865-1877,POINT(-12524064.59883523 3947925.2474038815)
jp_cite_00266,ZVF63UMK,book,1978,"Cowan, Evelyn",Spring remembered: a Scottish Jewish childhood,,080087367X 9780800873677,,,,,1978,3/3/2015 21:23:44,3/3/2015 21:23:55,,,,,,,,Spring remembered,,,,,Taplinger Pub. Co.,New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Sponsor,Transportation,,,,,,,,Russia,Poland,Lithuania,"Glasgow, Scotland","Lanarkshire, Scotland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowan, Lily","Cowan, Evelyn",Jeanie,,,,,,,,,,,,,,,,,,1920-1940,POINT(11724030.287269026 8747149.047572464)|POINT(2131226.7903913013 6785571.89784786)|POINT(2658451.372124075 7394820.259211762)|POINT(-473308.8788059002 7531436.417041781)|POINT(-426724.67754165124 7475912.275176443)
jp_cite_00267,KNPFSCS4,book,1986,"Cowen, Anne; Cowen, Roger",Victorian Jews through British eyes,,0197100422 9780197100424,,,,,1986,3/3/2015 21:41:37,3/3/2015 21:41:49,,,,,,,,,,,,,Published for the Littman Library by Oxford University Press,Oxford [Oxfordshire]; New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Contextual Resource,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830-1840,POINT(-382490.7646861935 7435586.529947692)
jp_cite_00268,AH87ZKUE,book,1932,"Cowen, Philip","Memories of an American Jew,",,,,,,,1932,3/3/2015 21:44:51,3/3/2015 21:45:09,,,,,,,,,,,,,International Press,New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sponsor,Religious Practice,,,,,,,,,Grodzisk Wielkopolski,"Manchester, England","New York, New York","Lipno, Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816-1900,POINT(1821903.7666450534 6841007.3470738195)|POINT(-249648.48526271316 7072425.246507802)|POINT(-8238303.700046114 4970069.184605361)|POINT(2134931.1468220153 6954221.204524129)
jp_cite_00269,JX3FE6B7,document,,"Crawford, Edith; Zeigler, Albert",Pioneer Story,,,,,http://www.loc.gov/manuscripts/?fa=subject%3Anarratives%7Csegmentof%3Awpalh1.19041505%2F&sb=shelf-id,,,3/3/2015 22:12:43,3/3/2015 22:31:39,,,,,,,,,,,,,,,,,,,"U.S. Work Projects Administration, Federal Writers' Project, Folklore Project, Life Histories, 1936-1939, Library of Congress",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family,Subsequent Commercial Careers,Victims of Crime,,,,,,,,"Koblenz, Germany","Albuquerque, New Mexico","San Francisco, California","Socorro, New Mexico","Manzano, New Mexico","White Oaks, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zeigler, Jake",,,,,,,,,,,,,,,,,,,,1884-1930,POINT(844803.1591026434 6508323.083167142)|POINT(-11867769.90994347 4178935.4340817076)|POINT(-13627666.994773194 4547679.508348532)|POINT(-11899097.986503659 4036646.3497566474)|POINT(-11838273.372965053 4115975.747313037)|POINT(-11770519.299236713 3994957.5071818857)
jp_cite_00270,VUDK3I8P,book,1978,"Crews, Harry","A childhood, the biography of a place",,0060109327 9780060109325,,,,,1978,3/3/2015 22:39:01,3/3/2015 22:39:19,,,,,,,,,,,,,Harper & Row,New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Transportation,Wares,Routes,Bartering,Cultural Exchange,,,,,"Appling County, Georgia","Pierce County, Georgia","Jeff Davis County, Georgia","Bacon County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,POINT(-9156955.374434553 3725596.3832017933)|POINT(-9147274.30793983 3677479.8518995927)|POINT(-9195559.671398245 3740162.5402362896)|POINT(-9176281.640284076 3703236.6395806824)
jp_cite_00271,XKVKKGSF,book,1998,"Cross, John C",Informal politics: street vendors and the state in Mexico City,,0804730601  9780804730600  0804730628  9780804730624,,,,"As economic crises struck the Third World in the 1970's and 1980's, large segments of the population turned to the informal economy to survive. Though this phenomenon has previously been analyzed from a strictly economic point of view, this book looks at street vending in the largest city in the world, Mexico City, as a political process. Employing a street-level analysis based on intensive participant observation, with interviews, archival research, and surveys, the author gives a view of political processes that provides new theoretical insights into our understanding of social movements, state institutions, and politics at the fringe of society, where legality blurs into illegality and the informal economy intersects with its political counterpoint - informal politics. By studying political processes at the street level and then tracing them up the political structure, the author also reveals the basic processes by which the Mexican state operates.",1998,3/4/2015 16:40:55,3/4/2015 16:47:07,,,,,,,,Informal politics,,,,,Stanford University Press,"Stanford, Calif.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,Restrictions on Itinerant Commerce,,,,,,,,,"Mexico City, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950-1980,POINT(-11035458.233727526 2205935.269591905)
jp_cite_00272,3PSWUI5X,document,,"Cutler, Diane","A History of the Jews in Bangor, Maine",,,,,,,,3/4/2015 17:46:56,4/8/2015 17:04:01,,,,,,,,,,,,,,,,,,,"Bangor Room, Bangor Public Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,Routes,Subsequent Commercial Careers,,,,,,,,Germany,"Bangor, Maine",Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840,POINT(1163458.5521707046 6650655.040248428)|POINT(-7656311.209024816 5590275.7938848585)|POINT(4225548.653769276 6801122.66144857)
jp_cite_00273,JICR5KMS,book,1987,"Dahbany-Miraglia, Dina",Crossing the waters: Arabic-speaking immigrants to the United States before 1940,,0874745489  9780874745481,,,,,1987,3/4/2015 20:47:30,3/4/2015 20:50:36,,,,,,,,Crossing the waters,,,,,Smithsonian Institution Press,"Washington, D.C.",English,,,,,Open WorldCat,,,,,,,"Hooglund, Eric J",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Cultural Exchange,,,,,,,,,Yemen,Palestine,"New York, New York","Brooklyn, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1940,POINT(5400819.606537089 1752983.4074079958)|POINT(3922136.7617750242 3757032.7825218057)|POINT(-8238303.700046114 4970069.184605361)|POINT(-8231426.003419593 4964988.313008756)
jp_cite_00274,B2JK9PBK,document,1946,"Daiken, Leslie",And it was Thursday: A Novel about Irish Jewry and The Circular Road,,,,,,,1946,3/4/2015 21:56:11,3/4/2015 22:04:45,,,,,,,,,,,,,,,,,,,"Box 15-19, 27-29, Folder 16, Ms 33,491-Ms 33,493, Leslie Daiken papers, National Library of Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Wares,,,,,,,,,"Limerick, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921-1922,POINT(-960742.586858884 6921825.217678591)
jp_cite_00275,V2FCNAMB,journalArticle,1980,"Danoff, Hyman O.",Indian Traders of the Southwest: The Danoffs of New Mexico,Western States Jewish Historical Quarterly,,434221,,,"Samuel, Simon, and Louis Danoff, Jewish Lithuanian emigrants, came to New Mexico in the early 1900's. With money Samuel earned from sheepherding, he and Simon established a homestead and an Indian trading post south of Gallup, New Mexico. Zuni and Navajo Indians sold or traded their jewelry, blankets, and wool for ""Danoff money"" or for the store's merchandise. Louis Danoff joined his brothers for a short time (1918-22) before moving on to Los Angeles, where he was a woodcarver. Samuel and Simon expanded their business with a store in Gallup. These businesses were continued by their children until the 1960's. Based on personal experiences and articles in the Gallup 'Independent' 9 August 1972; 8 photos, 11 notes.",7/1/1980,3/4/2015 22:31:38,3/4/2015 22:31:54,,291-303,,4,12,,Western States Jewish Historical Quarterly,Indian Traders of the Southwest,,,,,,,,,,,,EBSCOhost,,,,http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=43616820&site=ehost-live&scope=cite,,"BUSINESS; Danoff family; DANOFF, Samuel; INDIAN traders (North America); INDIGENOUS peoples of the Americas; JEWISH families; Jews; LITHUANIA; LITHUANIAN Americans; NEW Mexico; New Mexico (Gallup); TRADING posts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural Exchange,,,,,,,,,,"Vilnius, Lithuania",New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danoff, Sam","Danoff, Simon",,,,,,,,,,,,,,,,,,,1900-1920,POINT(2814117.9208877366 7301384.5836427)|POINT(-11785404.518529452 4098832.8002448846)
jp_cite_00276,M62SSNR8,journalArticle,1980,"Leonoff, Cyril Edel",Pioneer Jewish Merchants of Vancouver Island,Western States Jewish Historical Quarterly,,434221,,,"Jewish merchants settled on Vancouver Island in British Columbia following the gold discoveries of 1858-62. Most came from California, and brought their experience in developing commercial centers to supply the gold mining districts. Provides biographies of 18 individuals and families representative of early Jewish merchandising establishments. 16 photos, 46 notes.",10/1/1980,3/4/2015 22:43:35,3/4/2015 22:44:08,,3/23/2015,,1,13,,Western States Jewish Historical Quarterly,,,,,,,,,,,,,EBSCOhost,,,,http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=43617140&site=ehost-live&scope=cite,,"BLACKMAN, Abraham; BRITISH Columbia; CALIFORNIA; CANADA; ETHNOLOGY -- Israel; GOLD mines & mining; HUMAN settlements; ISRAEL; JEWISH merchants; Jews; MERCHANTS; RADANITES; VANCOUVER Island (B.C.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family,,,,,,,,,,"Vancouver Island, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858-1870,POINT(-13964962.279974543 6385990.827472225)
jp_cite_00277,ATWV2X68,document,,"Danowitz, Helen Garonzik",Letter from Helen Garonzik Danowitz,,,,,,,,3/10/2015 14:54:32,6/4/2015 14:43:02,,,,,,,,,,,,,,,,,,,"Hagerstown, Maryland, Vertical File, Jewish Museum of Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family,Routes,,,,,,,,,"Riga, Latvia","Baltimore, Maryland",Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garonzik, Moses",,,,,,,,,,,,,,,,,,,,,POINT(2683377.075151414 7749834.2588805)|POINT(-8528429.900246715 4763352.471949581)|POINT(-9394027.228532074 3995147.831181809)
jp_cite_00278,BNK2R5G2,journalArticle,1985,"Darity, William A., Jr.; Williams, Rhonda M.","Peddlers Forever?: Culture, Competition, and Discrimination",The American Economic Review,,0002-8282,,http://www.jstor.org/stable/1805606,,5/1/1985,3/10/2015 15:01:40,3/10/2015 15:02:23,3/10/2015 15:01:40,256-261,,2,75,,The American Economic Review,Peddlers Forever?,,,,,,,,Copyright © 1985 American Economic Association,,,,JSTOR,,,,http://www.jstor.org/stable/pdfplus/10.2307/1805606.pdf?acceptTC=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,,,,,,,,,,Eastern Europe,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860-1920,POINT(4225548.653769276 6801122.66144857)|POINT(-10654710.28698895 4451692.554190846)
jp_cite_00279,2EKVNNHE,journalArticle,1990,"Darvish-Lecker, Tikva; Don, Yehuda","A Jewish community in ""isolation"": the socio-economic development of the Jewish community in Quito, Ecuador",Contemporary Jewry,,0147-1694,,,,1990,3/10/2015 15:07:36,3/10/2015 21:47:31,,29-48,,1,11,,,"A Jewish community in ""isolation""",,,,,,,,,,,,aleph.nli.org.il Library Catalog,,,,,,Ecuador; Ecuador Quito |9 lat; History |9 lat; Jews,,,,"Don, Yehuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,,,,,,,,,,"Quito, Ecuador",Germany,Austria,Czechoslovakia,Hungary,Poland,Romania,Argentina,Colombia,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935-1985,POINT(-8734999.79085706 -20110.255551971684)|POINT(1163458.5521707046 6650655.040248428)|POINT(1619706.6058200027 6026746.973805513)|POINT(13474006.723795976 1629380.3663060728)|POINT(2171097.8697641967 5968637.678298508)|POINT(2131226.7903913013 6785571.89784786)|POINT(2779287.009570991 5771245.40362821)|POINT(-7081775.532016912 -4638374.274438813)|POINT(-8270741.275706984 509367.2812682894)|POINT(-7964126.877810342 -4256013.6745668)
jp_cite_00280,HZK2UC7Q,thesis,1974,"David, Jerome Paul",Jewish Conciousness in the Small Town: A Sociological Study of Jewish Identification,,,,,,,1974,3/10/2015 15:30:59,3/10/2015 15:34:09,,,,,,,,,,,,,Hebrew Union College-Jewish Institute of Religion,"Cincinnati, Ohio",,,Master of Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural Exchange,Transportation,Wares,Sponsor,,,,,,,Russia,"Mingo County, West Virginia","Williamson, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890-1935,POINT(11724030.287269026 8747149.047572464)|POINT(-9147274.30793983 4545686.96376145)|POINT(-9159074.140566425 4533512.477279538)
jp_cite_00281,25AN686K,journalArticle,1904,"Davidson, Israel",The Jewish Inmates of Sing Sing Prison,"Bulletin, National Conference of Jewish Charities",,,,,,11/1/1904,3/10/2015 15:58:55,3/10/2015 16:01:36,,36-38,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,,,,,,,,,,"Ossining, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901-1903,POINT(-8222227.306542306 5036395.1721614385)
jp_cite_00282,I5XQHZMW,book,1907,"Davidson, Israel","Parody in Jewish literature,",,,,,,,1907,3/10/2015 16:05:04,3/10/2015 16:07:02,,,,,,,,,,,,,Columbia University Press,New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Transportation,Sponsor,,,,,,,,Russia,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1907,POINT(11724030.287269026 8747149.047572464)|POINT(-10654710.28698895 4451692.554190846)
jp_cite_00283,5AAK47J9,bookSection,2002,"Tobias, Lily",The Outcasts,The chosen people: Wales and the Jews,1854113097  9781854113092,,,,,2002,3/10/2015 17:27:54,4/8/2015 19:54:54,,216-223,,,,,,,,,,,Seren,Bridgend,English,,,,,Open WorldCat,,,,,,,"Davies, Grahame",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Transportation,Sponsor,Subsequent Commercial Careers,,,,,,,Russia,Poland,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-1920,POINT(11724030.287269026 8747149.047572464)|POINT(2131226.7903913013 6785571.89784786)|POINT(-421200.8596939199 6823785.150729173)
jp_cite_00284,S3NNBBSH,book,1986,"Davis, Barbara Sheklin",A history of the Jewish community of Syracuse,,,,,,,1986,3/10/2015 17:43:20,3/10/2015 17:59:16,,,,,,,,,,,,,National Foundation for Jewish Culture : Syracuse Jewish Federation : Onondaga Community College,"Syracuse, NY",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,Sponsor,Non-peddling Background,Subsequent Commercial Careers,Cultural Exchange,Routes,Family,,,,"Syracuse, New York",Germany,Poland,"New York, New York","Oswego, New York","Ogdensburg, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stein, Jacob",,,,,,,,,,,,,,,,,,,,1825-1910,POINT(-8476692.508247329 5319299.391249349)|POINT(1163458.5521707046 6650655.040248428)|POINT(2131226.7903913013 6785571.89784786)|POINT(-8238303.700046114 4970069.184605361)|POINT(-8517109.598590542 5381538.998832145)|POINT(-8403100.528728032 5573511.880644771)
jp_cite_00285,M8FWUK7W,document,1965,"Davis, Dora C.",Letter from Dora C. Davis to Jacob Marcus,,,,,,,12/16/1965,3/10/2015 18:11:45,5/14/2015 16:51:37,,,,,,,,,,,,,,,,,,,"SC-2673, American Jewish Archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sponsor,Wares,Transportation,Cultural Exchange,Subsequent Commercial Careers,,,,,,"New York, New York","Uniontown, Pennsylvania","Pittsburgh, Pennsylvania","Farmington, Pennsylvania","Chalk Hill, Pennsylvania","Markleysburg, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohen, Barney",,,,,,,,,,,,,,,,,,,,1880-1910,POINT(-8238303.700046114 4970069.184605361)|POINT(-8873992.683653042 4851432.202493301)|POINT(-8905101.338364959 4930180.7964929445)|POINT(-8857201.763733782 4837978.7655071765)|POINT(-8862884.71279358 4843319.301955488)|POINT(-8844647.09590412 4827237.397484904)
jp_cite_00286,82JTHS6P,book,1977,"Davis, Dudley David","The other side of the label, a family monograph. Part II, Part II,",,,,,,,1977,3/10/2015 18:43:30,3/10/2015 18:44:25,,,,,,,,,,,,,D.D. Davis,"Auckland, N.Z.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peddling Background,Wares,Transportation,Subsequent Commercial Careers,,,,,,,"London, United Kingdom","Wellington, New Zealand","Otago, New Zealand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nathan, Edward","Nathan, Joseph",,,,,,,,,,,,,,,,,,,1820-1885,POINT(-14221.988898634567 6711533.693057904)|POINT(19456001.591576714 -5054686.754498666)|POINT(18883628.974726062 -5594484.770925957)
jp_cite_00287,JQHPH5UQ,book,1948,"Davis, Eliot R",A link with the past.,,,,,,,1948,3/10/2015 20:16:26,3/10/2015 20:16:42,,,,,,,,,,,,,Oswald-Sealy,Auckland,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cultural Exchange,Religious Practice,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860-1880,POINT(19468217.235897213 -4997684.889855398)
